PING 192.168.4.2 (192.168.4.2) 56(84) bytes of data.
[1787200191.610456] From 192.168.4.50 icmp_seq=1197 Destination Host Unreachable
[1787200191.610510] From 192.168.4.50 icmp_seq=1198 Destination Host Unreachable
[1787200191.610570] From 192.168.4.50 icmp_seq=1199 Destination Host Unreachable
[1787200191.610622] From 192.168.4.50 icmp_seq=1200 Destination Host Unreachable
[1787200194.746087] From 192.168.4.50 icmp_seq=1201 Destination Host Unreachable
[1787200194.746492] From 192.168.4.50 icmp_seq=1202 Destination Host Unreachable
[1787200194.746887] From 192.168.4.50 icmp_seq=1203 Destination Host Unreachable
[1787200194.746964] From 192.168.4.50 icmp_seq=1204 Destination Host Unreachable
[1787200194.747131] From 192.168.4.50 icmp_seq=1205 Destination Host Unreachable
[1787200194.747185] From 192.168.4.50 icmp_seq=1206 Destination Host Unreachable
[1787200194.747268] From 192.168.4.50 icmp_seq=1207 Destination Host Unreachable
[1787200194.747325] From 192.168.4.50 icmp_seq=1208 Destination Host Unreachable
[1787200197.881914] From 192.168.4.50 icmp_seq=1209 Destination Host Unreachable
[1787200197.882056] From 192.168.4.50 icmp_seq=1210 Destination Host Unreachable
[1787200197.882127] From 192.168.4.50 icmp_seq=1211 Destination Host Unreachable
[1787200197.882182] From 192.168.4.50 icmp_seq=1212 Destination Host Unreachable
[1787200197.882252] From 192.168.4.50 icmp_seq=1213 Destination Host Unreachable
[1787200197.882305] From 192.168.4.50 icmp_seq=1214 Destination Host Unreachable
[1787200197.882356] From 192.168.4.50 icmp_seq=1215 Destination Host Unreachable
[1787200197.882410] From 192.168.4.50 icmp_seq=1216 Destination Host Unreachable
[1787200201.018106] From 192.168.4.50 icmp_seq=1217 Destination Host Unreachable
[1787200201.018538] From 192.168.4.50 icmp_seq=1218 Destination Host Unreachable
[1787200201.018779] From 192.168.4.50 icmp_seq=1219 Destination Host Unreachable
[1787200201.019068] From 192.168.4.50 icmp_seq=1220 Destination Host Unreachable
[1787200201.019209] From 192.168.4.50 icmp_seq=1221 Destination Host Unreachable
[1787200201.019278] From 192.168.4.50 icmp_seq=1222 Destination Host Unreachable
[1787200201.019333] From 192.168.4.50 icmp_seq=1223 Destination Host Unreachable
[1787200201.019393] From 192.168.4.50 icmp_seq=1224 Destination Host Unreachable
[1787200204.158016] From 192.168.4.50 icmp_seq=1225 Destination Host Unreachable
[1787200204.158447] From 192.168.4.50 icmp_seq=1226 Destination Host Unreachable
[1787200204.158817] From 192.168.4.50 icmp_seq=1227 Destination Host Unreachable
[1787200204.159141] From 192.168.4.50 icmp_seq=1228 Destination Host Unreachable
[1787200204.159344] From 192.168.4.50 icmp_seq=1229 Destination Host Unreachable
[1787200204.159407] From 192.168.4.50 icmp_seq=1230 Destination Host Unreachable
[1787200204.159461] From 192.168.4.50 icmp_seq=1231 Destination Host Unreachable
[1787200204.159522] From 192.168.4.50 icmp_seq=1232 Destination Host Unreachable
[1787200207.290049] From 192.168.4.50 icmp_seq=1233 Destination Host Unreachable
[1787200207.290479] From 192.168.4.50 icmp_seq=1234 Destination Host Unreachable
[1787200207.290766] From 192.168.4.50 icmp_seq=1235 Destination Host Unreachable
[1787200207.290868] From 192.168.4.50 icmp_seq=1236 Destination Host Unreachable
[1787200207.290946] From 192.168.4.50 icmp_seq=1237 Destination Host Unreachable
[1787200207.291023] From 192.168.4.50 icmp_seq=1238 Destination Host Unreachable
[1787200207.291091] From 192.168.4.50 icmp_seq=1239 Destination Host Unreachable
[1787200207.291158] From 192.168.4.50 icmp_seq=1240 Destination Host Unreachable
[1787200210.425987] From 192.168.4.50 icmp_seq=1241 Destination Host Unreachable
[1787200210.426135] From 192.168.4.50 icmp_seq=1242 Destination Host Unreachable
[1787200210.426343] From 192.168.4.50 icmp_seq=1243 Destination Host Unreachable
[1787200210.426559] From 192.168.4.50 icmp_seq=1244 Destination Host Unreachable
[1787200210.426871] From 192.168.4.50 icmp_seq=1245 Destination Host Unreachable
[1787200210.427123] From 192.168.4.50 icmp_seq=1246 Destination Host Unreachable
[1787200210.427217] From 192.168.4.50 icmp_seq=1247 Destination Host Unreachable
[1787200210.427281] From 192.168.4.50 icmp_seq=1248 Destination Host Unreachable
[1787200213.562028] From 192.168.4.50 icmp_seq=1249 Destination Host Unreachable
[1787200213.562401] From 192.168.4.50 icmp_seq=1250 Destination Host Unreachable
[1787200213.562774] From 192.168.4.50 icmp_seq=1251 Destination Host Unreachable
[1787200213.563129] From 192.168.4.50 icmp_seq=1252 Destination Host Unreachable
[1787200213.563223] From 192.168.4.50 icmp_seq=1253 Destination Host Unreachable
[1787200213.563283] From 192.168.4.50 icmp_seq=1254 Destination Host Unreachable
[1787200213.563417] From 192.168.4.50 icmp_seq=1255 Destination Host Unreachable
[1787200213.563474] From 192.168.4.50 icmp_seq=1256 Destination Host Unreachable
[1787200216.729898] From 192.168.4.50 icmp_seq=1257 Destination Host Unreachable
[1787200216.730265] From 192.168.4.50 icmp_seq=1258 Destination Host Unreachable
[1787200216.730371] From 192.168.4.50 icmp_seq=1259 Destination Host Unreachable
[1787200216.730454] From 192.168.4.50 icmp_seq=1260 Destination Host Unreachable
[1787200216.730514] From 192.168.4.50 icmp_seq=1261 Destination Host Unreachable
[1787200216.730577] From 192.168.4.50 icmp_seq=1262 Destination Host Unreachable
[1787200216.730632] From 192.168.4.50 icmp_seq=1263 Destination Host Unreachable
[1787200216.730686] From 192.168.4.50 icmp_seq=1264 Destination Host Unreachable
[1787200219.870199] From 192.168.4.50 icmp_seq=1265 Destination Host Unreachable
[1787200219.870698] From 192.168.4.50 icmp_seq=1266 Destination Host Unreachable
[1787200219.871070] From 192.168.4.50 icmp_seq=1267 Destination Host Unreachable
[1787200219.871437] From 192.168.4.50 icmp_seq=1268 Destination Host Unreachable
[1787200219.871556] From 192.168.4.50 icmp_seq=1269 Destination Host Unreachable
[1787200219.871642] From 192.168.4.50 icmp_seq=1270 Destination Host Unreachable
[1787200219.871711] From 192.168.4.50 icmp_seq=1271 Destination Host Unreachable
[1787200219.871785] From 192.168.4.50 icmp_seq=1272 Destination Host Unreachable
[1787200223.002106] From 192.168.4.50 icmp_seq=1273 Destination Host Unreachable
[1787200223.002315] From 192.168.4.50 icmp_seq=1274 Destination Host Unreachable
[1787200223.002400] From 192.168.4.50 icmp_seq=1275 Destination Host Unreachable
[1787200223.002472] From 192.168.4.50 icmp_seq=1276 Destination Host Unreachable
[1787200223.002724] From 192.168.4.50 icmp_seq=1277 Destination Host Unreachable
[1787200223.002994] From 192.168.4.50 icmp_seq=1278 Destination Host Unreachable
[1787200223.003263] From 192.168.4.50 icmp_seq=1279 Destination Host Unreachable
[1787200223.003359] From 192.168.4.50 icmp_seq=1280 Destination Host Unreachable
[1787200226.169994] From 192.168.4.50 icmp_seq=1281 Destination Host Unreachable
[1787200226.170355] From 192.168.4.50 icmp_seq=1282 Destination Host Unreachable
[1787200226.170711] From 192.168.4.50 icmp_seq=1283 Destination Host Unreachable
[1787200226.170796] From 192.168.4.50 icmp_seq=1284 Destination Host Unreachable
[1787200226.170893] From 192.168.4.50 icmp_seq=1285 Destination Host Unreachable
[1787200226.170990] From 192.168.4.50 icmp_seq=1286 Destination Host Unreachable
[1787200226.171101] From 192.168.4.50 icmp_seq=1287 Destination Host Unreachable
[1787200226.171212] From 192.168.4.50 icmp_seq=1288 Destination Host Unreachable
[1787200229.306128] From 192.168.4.50 icmp_seq=1289 Destination Host Unreachable
[1787200229.306551] From 192.168.4.50 icmp_seq=1290 Destination Host Unreachable
[1787200229.306943] From 192.168.4.50 icmp_seq=1291 Destination Host Unreachable
[1787200229.307354] From 192.168.4.50 icmp_seq=1292 Destination Host Unreachable
[1787200229.307433] From 192.168.4.50 icmp_seq=1293 Destination Host Unreachable
[1787200229.307493] From 192.168.4.50 icmp_seq=1294 Destination Host Unreachable
[1787200229.307578] From 192.168.4.50 icmp_seq=1295 Destination Host Unreachable
[1787200229.307634] From 192.168.4.50 icmp_seq=1296 Destination Host Unreachable
[1787200232.442064] From 192.168.4.50 icmp_seq=1297 Destination Host Unreachable
[1787200232.442466] From 192.168.4.50 icmp_seq=1298 Destination Host Unreachable
[1787200232.442715] From 192.168.4.50 icmp_seq=1299 Destination Host Unreachable
[1787200232.442917] From 192.168.4.50 icmp_seq=1300 Destination Host Unreachable
[1787200232.442989] From 192.168.4.50 icmp_seq=1301 Destination Host Unreachable
[1787200232.443052] From 192.168.4.50 icmp_seq=1302 Destination Host Unreachable
[1787200232.443106] From 192.168.4.50 icmp_seq=1303 Destination Host Unreachable
[1787200232.443166] From 192.168.4.50 icmp_seq=1304 Destination Host Unreachable
[1787200235.577891] From 192.168.4.50 icmp_seq=1305 Destination Host Unreachable
[1787200235.578434] From 192.168.4.50 icmp_seq=1306 Destination Host Unreachable
[1787200235.578613] From 192.168.4.50 icmp_seq=1307 Destination Host Unreachable
[1787200235.578677] From 192.168.4.50 icmp_seq=1308 Destination Host Unreachable
[1787200235.578734] From 192.168.4.50 icmp_seq=1309 Destination Host Unreachable
[1787200235.578790] From 192.168.4.50 icmp_seq=1310 Destination Host Unreachable
[1787200235.578856] From 192.168.4.50 icmp_seq=1311 Destination Host Unreachable
[1787200235.578974] From 192.168.4.50 icmp_seq=1312 Destination Host Unreachable
[1787200238.717972] From 192.168.4.50 icmp_seq=1313 Destination Host Unreachable
[1787200238.718180] From 192.168.4.50 icmp_seq=1314 Destination Host Unreachable
[1787200238.718334] From 192.168.4.50 icmp_seq=1315 Destination Host Unreachable
[1787200238.718516] From 192.168.4.50 icmp_seq=1316 Destination Host Unreachable
[1787200238.718582] From 192.168.4.50 icmp_seq=1317 Destination Host Unreachable
[1787200238.718640] From 192.168.4.50 icmp_seq=1318 Destination Host Unreachable
[1787200238.718693] From 192.168.4.50 icmp_seq=1319 Destination Host Unreachable
[1787200238.718743] From 192.168.4.50 icmp_seq=1320 Destination Host Unreachable
[1787200241.849961] From 192.168.4.50 icmp_seq=1321 Destination Host Unreachable
[1787200241.850083] From 192.168.4.50 icmp_seq=1322 Destination Host Unreachable
[1787200241.850156] From 192.168.4.50 icmp_seq=1323 Destination Host Unreachable
[1787200241.850225] From 192.168.4.50 icmp_seq=1324 Destination Host Unreachable
[1787200241.850289] From 192.168.4.50 icmp_seq=1325 Destination Host Unreachable
[1787200241.850351] From 192.168.4.50 icmp_seq=1326 Destination Host Unreachable
[1787200241.850408] From 192.168.4.50 icmp_seq=1327 Destination Host Unreachable
[1787200241.850462] From 192.168.4.50 icmp_seq=1328 Destination Host Unreachable
[1787200245.018082] From 192.168.4.50 icmp_seq=1329 Destination Host Unreachable
[1787200245.018294] From 192.168.4.50 icmp_seq=1330 Destination Host Unreachable
[1787200245.018362] From 192.168.4.50 icmp_seq=1331 Destination Host Unreachable
[1787200245.018423] From 192.168.4.50 icmp_seq=1332 Destination Host Unreachable
[1787200245.018490] From 192.168.4.50 icmp_seq=1333 Destination Host Unreachable
[1787200245.018548] From 192.168.4.50 icmp_seq=1334 Destination Host Unreachable
[1787200245.018610] From 192.168.4.50 icmp_seq=1335 Destination Host Unreachable
[1787200245.018838] From 192.168.4.50 icmp_seq=1336 Destination Host Unreachable
[1787200248.153932] From 192.168.4.50 icmp_seq=1337 Destination Host Unreachable
[1787200248.154109] From 192.168.4.50 icmp_seq=1338 Destination Host Unreachable
[1787200248.154238] From 192.168.4.50 icmp_seq=1339 Destination Host Unreachable
[1787200248.154303] From 192.168.4.50 icmp_seq=1340 Destination Host Unreachable
[1787200248.154360] From 192.168.4.50 icmp_seq=1341 Destination Host Unreachable
[1787200248.154417] From 192.168.4.50 icmp_seq=1342 Destination Host Unreachable
[1787200248.154474] From 192.168.4.50 icmp_seq=1343 Destination Host Unreachable
[1787200248.154530] From 192.168.4.50 icmp_seq=1344 Destination Host Unreachable
[1787200251.289922] From 192.168.4.50 icmp_seq=1345 Destination Host Unreachable
[1787200251.290209] From 192.168.4.50 icmp_seq=1346 Destination Host Unreachable
[1787200251.290437] From 192.168.4.50 icmp_seq=1347 Destination Host Unreachable
[1787200251.290571] From 192.168.4.50 icmp_seq=1348 Destination Host Unreachable
[1787200251.290640] From 192.168.4.50 icmp_seq=1349 Destination Host Unreachable
[1787200251.290707] From 192.168.4.50 icmp_seq=1350 Destination Host Unreachable
[1787200251.290761] From 192.168.4.50 icmp_seq=1351 Destination Host Unreachable
[1787200251.290830] From 192.168.4.50 icmp_seq=1352 Destination Host Unreachable
[1787200254.425893] From 192.168.4.50 icmp_seq=1353 Destination Host Unreachable
[1787200254.426008] From 192.168.4.50 icmp_seq=1354 Destination Host Unreachable
[1787200254.426072] From 192.168.4.50 icmp_seq=1355 Destination Host Unreachable
[1787200254.426129] From 192.168.4.50 icmp_seq=1356 Destination Host Unreachable
[1787200254.426257] From 192.168.4.50 icmp_seq=1357 Destination Host Unreachable
[1787200254.426311] From 192.168.4.50 icmp_seq=1358 Destination Host Unreachable
[1787200254.426368] From 192.168.4.50 icmp_seq=1359 Destination Host Unreachable
[1787200254.426426] From 192.168.4.50 icmp_seq=1360 Destination Host Unreachable
[1787200257.561927] From 192.168.4.50 icmp_seq=1361 Destination Host Unreachable
[1787200257.562178] From 192.168.4.50 icmp_seq=1362 Destination Host Unreachable
[1787200257.562323] From 192.168.4.50 icmp_seq=1363 Destination Host Unreachable
[1787200257.562508] From 192.168.4.50 icmp_seq=1364 Destination Host Unreachable
[1787200257.562580] From 192.168.4.50 icmp_seq=1365 Destination Host Unreachable
[1787200257.562653] From 192.168.4.50 icmp_seq=1366 Destination Host Unreachable
[1787200257.562720] From 192.168.4.50 icmp_seq=1367 Destination Host Unreachable
[1787200257.562779] From 192.168.4.50 icmp_seq=1368 Destination Host Unreachable
[1787200260.697998] From 192.168.4.50 icmp_seq=1369 Destination Host Unreachable
[1787200260.698290] From 192.168.4.50 icmp_seq=1370 Destination Host Unreachable
[1787200260.698586] From 192.168.4.50 icmp_seq=1371 Destination Host Unreachable
[1787200260.698875] From 192.168.4.50 icmp_seq=1372 Destination Host Unreachable
[1787200260.698984] From 192.168.4.50 icmp_seq=1373 Destination Host Unreachable
[1787200260.699040] From 192.168.4.50 icmp_seq=1374 Destination Host Unreachable
[1787200260.699096] From 192.168.4.50 icmp_seq=1375 Destination Host Unreachable
[1787200260.699149] From 192.168.4.50 icmp_seq=1376 Destination Host Unreachable
[1787200263.833992] From 192.168.4.50 icmp_seq=1377 Destination Host Unreachable
[1787200263.834470] From 192.168.4.50 icmp_seq=1378 Destination Host Unreachable
[1787200263.834742] From 192.168.4.50 icmp_seq=1379 Destination Host Unreachable
[1787200263.835077] From 192.168.4.50 icmp_seq=1380 Destination Host Unreachable
[1787200263.835225] From 192.168.4.50 icmp_seq=1381 Destination Host Unreachable
[1787200263.835290] From 192.168.4.50 icmp_seq=1382 Destination Host Unreachable
[1787200263.835350] From 192.168.4.50 icmp_seq=1383 Destination Host Unreachable
[1787200263.835414] From 192.168.4.50 icmp_seq=1384 Destination Host Unreachable
[1787200266.969936] From 192.168.4.50 icmp_seq=1385 Destination Host Unreachable
[1787200266.970157] From 192.168.4.50 icmp_seq=1386 Destination Host Unreachable
[1787200266.970241] From 192.168.4.50 icmp_seq=1387 Destination Host Unreachable
[1787200266.970309] From 192.168.4.50 icmp_seq=1388 Destination Host Unreachable
[1787200266.970371] From 192.168.4.50 icmp_seq=1389 Destination Host Unreachable
[1787200266.970436] From 192.168.4.50 icmp_seq=1390 Destination Host Unreachable
[1787200266.970494] From 192.168.4.50 icmp_seq=1391 Destination Host Unreachable
[1787200266.970549] From 192.168.4.50 icmp_seq=1392 Destination Host Unreachable
[1787200270.105980] From 192.168.4.50 icmp_seq=1393 Destination Host Unreachable
[1787200270.106227] From 192.168.4.50 icmp_seq=1394 Destination Host Unreachable
[1787200270.106428] From 192.168.4.50 icmp_seq=1395 Destination Host Unreachable
[1787200270.106487] From 192.168.4.50 icmp_seq=1396 Destination Host Unreachable
[1787200270.106537] From 192.168.4.50 icmp_seq=1397 Destination Host Unreachable
[1787200270.106587] From 192.168.4.50 icmp_seq=1398 Destination Host Unreachable
[1787200270.106645] From 192.168.4.50 icmp_seq=1399 Destination Host Unreachable
[1787200270.106692] From 192.168.4.50 icmp_seq=1400 Destination Host Unreachable
[1787200273.241947] From 192.168.4.50 icmp_seq=1401 Destination Host Unreachable
